Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,No,0,0,16,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1581.2,2047.76,3,Yes
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,190.7,2,Yes
No,Yes,0,1,36,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3132.75,4016.19,2,Yes
No,No,0,0,45,None,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,2791.5,3271.65,1,Yes
No,No,0,0,25,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,2655.25,3813.75,2,Yes
No,No,0,0,39,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,3759.05,5544.32,1,Yes
No,Yes,0,1,31,Offer C,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2911.3,4397.75,2,Yes
No,No,0,0,3,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,231.8,322.55,1,Yes
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,103.59,1,Yes
No,No,0,0,33,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3655.45,4294.37,1,Yes
No,Yes,0,1,7,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,665.45,965.8900000000001,2,Yes
No,No,0,0,19,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1471.75,1790.5700000000002,3,Yes
No,Yes,0,2,8,None,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,583.45,799.37,1,Yes
No,No,0,0,13,Offer D,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1308.1,1401.9599999999998,1,Yes
No,No,0,0,10,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,793.55,868.65,1,Yes
No,No,0,0,5,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,477.7,706.3,2,Yes
No,Yes,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,124.83,1,Yes
No,No,0,0,10,Offer D,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,329.8,329.8,1,Yes
No,Yes,0,1,53,None,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,3229.65,4478.16,1,Yes
No,Yes,0,1,16,Offer D,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1178.25,1596.17,1,Yes
No,No,0,0,9,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,622.9,747.6899999999999,1,Yes
No,Yes,0,1,32,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3351.55,4710.14,1,Yes
No,Yes,0,1,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,121.76,3,Yes
No,No,0,0,8,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,560.85,679.97,1,Yes
No,Yes,0,1,12,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1060.2,1378.7,3,Yes
No,Yes,0,1,4,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,347.65,397.49999999999994,1,Yes
No,Yes,0,1,70,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,7101.5,8307.76,1,Yes
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,99.64,3,Yes
No,Yes,0,1,47,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3309.25,4548.91,3,Yes
No,Yes,0,1,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,106.55,1,Yes
No,No,0,0,12,Offer D,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,1029.75,1408.73,1,Yes
No,No,0,0,53,None,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2854.55,2834.3900000000003,2,Yes
No,Yes,0,0,41,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4259.3,5175.38,1,Yes
No,No,0,0,5,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,331.9,330.77,2,Yes
No,Yes,0,1,69,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,6143.15,7373.82,1,Yes
No,No,0,0,14,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1036.75,1225.94,3,Yes
No,No,0,0,32,Offer C,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2276.95,3295.68,1,Yes
No,Yes,0,1,50,None,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3444.85,3674.85,3,Yes
No,No,0,0,2,None,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.65,78.65,1,Yes
No,No,0,0,23,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2483.5,2888.76,1,Yes
No,No,0,0,2,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,187.45,198.42999999999998,3,Yes
No,Yes,0,1,30,Offer C,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2365.15,2552.05,3,Yes
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,42.370000000000005,1,Yes
No,Yes,0,0,32,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2628.6,4195.0,3,Yes
No,No,0,0,16,None,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1023.9,1613.1799999999998,1,Yes
No,No,0,0,38,Offer C,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3734.25,5535.07,1,Yes
No,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,180.25,206.17000000000002,3,Yes
No,Yes,0,1,17,None,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1329.2,1490.7,2,Yes
No,Yes,0,1,3,Offer E,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,93.7,93.7,1,Yes
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,1,Yes
No,Yes,0,1,43,Offer B,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,2342.2,2342.2,1,Yes
No,Yes,0,2,10,None,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,856.65,1321.65,1,Yes
No,No,0,0,37,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4056.75,5605.2,1,Yes
No,Yes,0,1,12,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1218.55,1800.55,1,Yes
No,No,0,0,35,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,3474.05,4782.55,2,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,115.39999999999999,2,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,96.82000000000001,1,Yes
No,No,0,0,9,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,762.5,878.69,3,Yes
No,No,0,0,38,Offer C,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,2497.35,2715.85,3,Yes
No,No,0,0,51,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4913.3,5907.29,2,Yes
No,No,0,0,5,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,446.05,655.2,3,Yes
No,No,0,0,2,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,158.4,205.32,3,Yes
No,No,0,0,2,None,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,104.2,155.68,1,Yes
No,Yes,0,1,1,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,99.99,1,Yes
No,Yes,0,1,53,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5549.4,5970.219999999999,1,Yes
No,Yes,0,1,51,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4750.95,5880.09,1,Yes
No,Yes,0,0,72,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,7689.95,8124.11,3,Yes
No,No,0,0,5,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,449.75,472.7,1,Yes
No,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,103.83999999999999,3,Yes
No,No,0,0,11,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,906.85,951.95,2,Yes
No,Yes,0,1,50,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4888.7,6516.7,3,Yes
No,No,0,0,5,None,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,237.25,330.7,1,Yes
No,No,0,0,5,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,502.6,684.4000000000001,1,Yes
No,No,0,0,9,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,919.4,1015.3399999999999,1,Yes
No,No,0,0,2,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,115.95,135.05,1,Yes
No,Yes,0,2,51,Offer B,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4146.05,6368.63,2,Yes
No,Yes,0,0,26,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,2710.25,2833.01,1,Yes
No,Yes,0,1,18,None,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,810.7,810.7,2,Yes
No,Yes,0,1,1,Offer E,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,73.78999999999999,1,Yes
No,Yes,0,1,2,Offer E,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,115.1,128.82,1,Yes
No,Yes,0,1,29,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2745.2,3821.22,3,Yes
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,2,Yes
No,Yes,0,1,46,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4680.05,4926.610000000001,1,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,115.9,3,Yes
No,No,0,0,20,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1520.9,1757.3000000000002,1,Yes
No,Yes,0,1,46,Offer B,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,3605.2,5861.719999999999,3,Yes
No,No,0,0,2,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,196.75,247.13,1,Yes
No,No,0,0,1,Offer E,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,82.02,1,Yes
No,No,0,0,41,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4187.75,5912.21,1,Yes
No,Yes,0,1,66,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,5154.6,7286.58,1,Yes
No,No,0,0,35,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3496.3,4885.45,3,Yes
No,Yes,0,0,10,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,914.3,1083.1,2,Yes
No,No,0,0,26,Offer C,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2351.8,3253.7400000000002,3,Yes
No,No,0,0,18,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1505.85,1548.33,1,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,100.11000000000001,2,Yes
No,No,0,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,123.15,2,Yes
No,Yes,0,8,43,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,4388.4,5882.15,1,Yes
No,Yes,0,3,25,Offer C,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,2177.45,3018.2,1,Yes
No,Yes,0,1,36,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3436.1,4034.06,3,Yes
No,Yes,0,1,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,120.44999999999999,2,Yes
No,Yes,0,1,41,Offer B,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4534.9,6381.539999999999,2,Yes
No,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.1,85.28999999999999,3,Yes
No,No,0,0,2,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,149.55,237.47000000000003,2,Yes
No,No,0,0,49,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4718.25,6303.889999999999,2,Yes
No,No,0,0,6,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,434.1,507.56,1,Yes
No,Yes,0,1,7,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,646.85,796.86,1,Yes
No,No,0,0,20,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1727.5,2313.3,1,Yes
No,Yes,0,0,54,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,5373.1,7181.56,2,Yes
No,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,131.65,162.29000000000002,3,Yes
No,No,0,0,30,None,No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1172.95,1272.95,2,Yes
No,Yes,0,1,58,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5812.6,5997.04,1,Yes
No,Yes,0,1,68,None,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,6851.65,8302.09,1,Yes
No,Yes,0,1,24,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2264.05,2585.17,2,Yes
No,Yes,0,1,27,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2510.2,3576.43,1,Yes
No,No,0,0,2,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.85,41.85,1,Yes
No,No,0,0,29,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,2862.75,3471.17,1,Yes
No,Yes,0,1,5,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,343.95,397.25,2,Yes
No,No,0,0,28,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2890.65,3678.57,2,Yes
No,No,0,0,24,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,2496.7,2574.22,3,Yes
No,Yes,0,7,43,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,4830.25,5206.5,2,Yes
No,No,0,0,2,None,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.55,105.69,1,Yes
No,Yes,0,6,66,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,6871.9,10162.0,2,Yes
No,Yes,0,1,66,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,6975.25,8806.75,2,Yes
No,No,0,0,31,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2217.15,2695.48,1,Yes
No,No,0,0,37,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3580.3,3702.4,2,Yes
No,No,0,0,24,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2440.15,3135.67,3,Yes
No,No,0,0,2,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.65,179.97,2,Yes
No,No,0,0,8,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,606.25,716.65,3,Yes
No,Yes,0,1,1,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,97.81,1,Yes
No,No,0,0,9,None,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,751.65,1141.71,2,Yes
No,No,0,0,49,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,4515.85,6714.970000000001,2,Yes
No,No,0,0,1,None,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,3,Yes
No,No,0,0,17,Offer D,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1496.9,2013.19,1,Yes
No,No,0,0,3,None,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,260.9,269.84,2,Yes
No,No,0,0,30,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,2967.35,4355.65,1,Yes
No,Yes,0,1,41,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3273.55,5152.99,1,Yes
No,Yes,0,1,42,Offer B,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3229.4,3351.2000000000003,1,Yes
No,Yes,0,0,72,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,6440.25,8295.69,1,Yes
No,Yes,0,1,11,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1131.2,1145.28,3,Yes
No,No,0,0,8,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,585.95,626.11,1,Yes
No,No,0,0,1,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,73.11,1,Yes
No,No,0,0,27,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2287.25,3128.84,1,Yes
No,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,101.42,1,Yes
No,No,0,0,54,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4370.25,6841.83,1,Yes
No,No,0,0,4,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,321.75,426.67,1,Yes
No,No,0,0,25,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,2660.2,3572.7,1,Yes
No,No,0,0,9,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,790.15,880.51,1,Yes
No,No,0,0,27,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,2467.75,2925.13,3,Yes
No,Yes,0,1,56,None,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,5688.05,7711.41,1,Yes
No,Yes,0,1,66,None,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,5265.1,6697.3,3,Yes
No,Yes,0,1,24,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1772.25,1821.45,1,Yes
No,Yes,0,1,24,None,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,971.3,971.3,1,Yes
No,Yes,0,1,65,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,6979.8,8194.65,1,Yes
No,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,115.85,1,Yes
No,No,0,0,15,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1424.95,1489.15,2,Yes
No,No,0,0,8,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,829.55,1190.83,3,Yes
No,No,0,0,7,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,545.15,771.9499999999999,2,Yes
No,No,0,0,9,Offer E,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,494.05,516.1,1,Yes
No,No,0,0,37,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2841.55,3838.7000000000003,3,Yes
No,No,0,0,3,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,204.7,211.48,3,Yes
